Date,BTC,USD,EUR,JPY,GBP,CNY,AUD,CAD,CHF,Other
2023-12-31,6.721743754243691,58.9796180725098,19.2091884613037,5.4413800239563,4.78724718093872,2.33853340148926,2.08758854866028,2.51280570030212,0.199402883648872,4.44423580169678
2024-03-31,11.36120157449893,59.5113754272461,18.8723106384277,5.46329689025879,4.82227849960327,2.1372013092041,2.10727906227112,2.50166630744934,0.196636602282524,4.38795518875122
2024-06-30,10.036206280653818,58.8639640808106,18.8239688873291,5.5187029838562,4.77633476257324,2.07641768455505,2.18794274330139,2.65953969955444,0.197607830166817,4.89552021026611
2024-09-30,9.854528684070624,57.8441505432129,19.15159034729,5.65268325805664,4.85488557815552,2.11684799194336,2.23912620544434,2.75981760025024,0.19753597676754,5.18336153030396
2024-12-31,15.062132641526272,58.4082374572754,18.9102840423584,5.64029550552368,4.59764337539673,2.06520581245422,2.0361864566803,2.8432776927948,0.219250112771988,5.27962112426758
2025-03-31,13.1244033477112,58.3839225769043,19.109001159668,5.76114368438721,4.61062717437744,1.96417593955994,1.99325788021088,2.63718724250794,0.227734461426735,5.31295013427734
2025-06-30,16.480263038896464,56.9427337646484,20.2646656036377,5.66926527023315,4.7155385017395,1.97738122940064,2.06003737449646,2.63172364234924,0.21752367913723,5.52113342285156
2025-09-30,17.433088495100854,56.6023254394531,20.4868774414063,5.81188869476318,4.50954055786133,1.94664740562439,2.06034231185913,2.66763782501221,0.221894979476929,5.69284629821777
2025-12-31,13.323165403810947,56.4172706604004,20.3811206817627,5.84351682662964,4.40899515151978,1.95483195781708,2.02289247512817,2.49668121337891,0.228164255619049,6.24652671813965
2026-03-31,10.42193806924936,57.130786895752,20.030689239502,5.44155931472778,4.39880514144898,1.98504495620728,2.11199975013733,2.47686553001404,0.244429707527161,6.17981958389282
