day,blocks_count,difficulty_median,blockreward_sum,blockreward_median,size_total_sum,size_total_median,size_stripped_median,size_witness_median,weight_median,tx_count_total_median,tx_count_segwit_median,tx_count_nonsegwit_median,tx_count_total_sum,tx_count_segwit_sum,tx_count_nonsegwit_sum,tx_fee_total_median,tx_fee_mean_median,tx_fee_percentile_10_median,tx_fee_percentile_50_median,tx_fee_percentile_90_median,tx_fee_total_sum,tx_size_mean_median,tx_size_percentile_10_median,tx_size_percentile_50_median,tx_size_percentile_90_median,tx_vsize_mean_median,tx_vsize_percentile_10_median,tx_vsize_percentile_50_median,tx_vsize_percentile_90_median,tx_input_count_total_median,tx_input_count_mean_median,tx_input_count_percentile_10_median,tx_input_count_percentile_50_median,tx_input_count_percentile_90_median,tx_input_count_total_sum,tx_output_count_total_median,tx_output_count_mean_median,tx_output_count_percentile_10_median,tx_output_count_percentile_50_median,tx_output_count_percentile_90_median,tx_output_count_total_sum,tx_input_value_total_median,tx_input_value_mean_median,tx_input_value_percentile_10_median,tx_input_value_percentile_50_median,tx_input_value_percentile_90_median,tx_input_value_total_sum,tx_output_value_total_median,tx_output_value_mean_median,tx_output_value_percentile_10_median,tx_output_value_percentile_50_median,tx_output_value_percentile_90_median,tx_output_value_total_sum,price_btc,marketcap_total,marketcap_btc,volume_total,volume_btc,crypto_currencies,crypto_markets,crypto_exchanges,totalbytesrecv,totalbytessent,version,uptime,peersin,peersout,mempool_tx,mempool_bytes,mempool_usage,mempool_max,mempool_minfee,nodes_total,nodes_with_channels,nodes_without_channels,channels_total,channels_unique,channels_duplicate,capacity_total,density,cut_nodes,cut_channels,channel_capacity_percentile_10,channel_capacity_percentile_50,channel_capacity_percentile_90,node_capacity_total_percentile_10,node_capacity_total_percentile_50,node_capacity_total_percentile_90,node_channels_total_percentile_10,node_channels_total_percentile_50,node_channels_total_percentile_90,node_eccentricity_mean,node_eccentricity_min,node_eccentricity_max,node_eccentricity_percentile_10,node_eccentricity_percentile_50,node_eccentricity_percentile_90,transitivity,node_clustering_mean,node_clustering_percentile_10,node_clustering_percentile_50,node_clustering_percentile_90
2009-09-16,72.0,1.0,3600.0,50.0,15761.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-17,84.0,1.0,4200.0,50.0,29754.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.12,0.12,0.12,0.12,0.12,0.12,11634.0,11634.0,11634.0,11634.0,11634.0,11634.0,11634.0,11634.0,101.0,101.0,101.0,101.0,101.0,101.0,2.0,2.0,2.0,2.0,2.0,2.0,5050.0,5050.0,5050.0,5050.0,5050.0,5050.0,5049.88,5049.88,5049.88,5049.88,5049.88,5049.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-18,78.0,1.0,3900.0,50.0,16833.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-19,74.0,1.0,3700.0,50.0,15982.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-20,78.0,1.0,3900.0,50.0,16847.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-21,69.0,1.0,3450.0,50.0,15853.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-22,25.0,1.0,1250.0,50.0,9992.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4606.0,4606.0,4606.0,4606.0,4606.0,4606.0,4606.0,4606.0,40.0,40.0,40.0,40.0,40.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-23,36.0,1.0,1800.0,50.0,7768.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-24,97.0,1.0,4850.0,50.0,20905.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-25,91.0,1.0,4550.0,50.0,22688.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,6.0,6.0,6.0,6.0,6.0,26.0,1.0,1.0,1.0,1.0,1.0,2.0,300.0,300.0,300.0,300.0,300.0,1300.0,300.0,300.0,300.0,300.0,300.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-26,100.0,1.0,5000.0,50.0,23413.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1867.0,1867.0,1867.0,1867.0,1867.0,1867.0,1867.0,1867.0,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-27,87.0,1.0,4350.0,50.0,18786.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-28,85.0,1.0,4250.0,50.0,18354.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-29,88.0,1.0,4400.0,50.0,23985.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,1524.0,1524.0,1524.0,1524.0,1524.0,1524.0,1524.0,13.0,13.0,13.0,13.0,13.0,43.0,1.0,1.0,1.0,1.0,1.0,2.0,650.0,650.0,650.0,650.0,650.0,2150.0,650.0,650.0,650.0,650.0,650.0,2150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,85.0,1.0,4250.0,50.0,18345.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-01,82.0,1.0,4100.0,50.0,17702.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-02,72.0,1.0,3600.0,50.0,16716.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-03,58.0,1.0,2900.0,50.0,12497.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-04,53.0,1.0,2650.0,50.0,11432.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-05,55.0,1.0,2750.0,50.0,11868.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-06,43.0,1.0,2150.0,50.0,11142.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,502.0,502.0,1360.0,931.0,502.0,502.0,1360.0,15.0,8.0,4.0,4.0,11.0,15.0,2.0,1.0,1.0,1.0,1.0,2.0,900.0,450.0,200.0,200.0,700.0,900.0,900.0,450.0,200.0,200.0,700.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-07,60.0,1.0,3000.0,50.0,12939.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-08,70.0,1.0,3500.0,50.0,15083.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-09,79.0,1.0,3950.0,50.0,17040.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-10,77.0,1.0,3850.0,50.0,16618.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,74.0,1.0,3700.0,50.0,15966.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-12,58.0,1.0,2900.0,50.0,21132.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8617.0,8617.0,8617.0,8617.0,8617.0,8617.0,8617.0,8617.0,74.0,74.0,74.0,74.0,74.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,5050.0,5050.0,5050.0,5050.0,5050.0,5050.0,5050.0,5050.0,5050.0,5050.0,5050.0,5050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-13,57.0,1.0,2850.0,50.0,12302.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-14,69.0,1.0,3450.0,50.0,14876.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-15,71.0,1.0,3550.0,50.0,15293.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-16,60.0,1.0,3000.0,50.0,22353.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9408.0,9408.0,9408.0,9408.0,9408.0,9408.0,9408.0,9408.0,81.0,81.0,81.0,81.0,81.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-17,57.0,1.0,2850.0,50.0,12299.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-18,74.0,1.0,3700.0,50.0,16801.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,841.0,841.0,841.0,841.0,841.0,841.0,841.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-19,112.0,1.0,5600.0,50.0,24128.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-20,95.0,1.0,4750.0,50.0,32111.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.12,0.12,0.12,0.12,0.12,0.12,11633.0,11633.0,11633.0,11633.0,11633.0,11633.0,11633.0,11633.0,101.0,101.0,101.0,101.0,101.0,101.0,2.0,2.0,2.0,2.0,2.0,2.0,5049.88,5049.88,5049.88,5049.88,5049.88,5049.88,5049.76,5049.76,5049.76,5049.76,5049.76,5049.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-21,80.0,1.0,4000.0,50.0,19332.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,18.0,18.0,18.0,18.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,899.76,899.76,899.76,899.76,899.76,899.76,899.76,899.76,899.76,899.76,899.76,899.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-22,90.0,1.0,4500.0,50.0,24132.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4736.0,4736.0,4736.0,4736.0,4736.0,4736.0,4736.0,4736.0,40.0,40.0,40.0,40.0,40.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-23,89.0,1.0,4450.0,50.0,19171.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-24,62.0,1.0,3100.0,50.0,14274.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-25,76.0,1.0,3800.0,50.0,16385.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-26,71.0,1.0,3550.0,50.0,15322.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-27,64.0,1.0,3200.0,50.0,15728.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1933.0,1933.0,1933.0,1933.0,1933.0,1933.0,1933.0,1933.0,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-28,66.0,1.0,3300.0,50.0,14237.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-29,46.0,1.0,2300.0,50.0,14691.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,10.0,10.0,10.0,10.0,10.0,41.0,1.0,1.0,1.0,1.0,1.0,2.0,500.0,500.0,500.0,500.0,500.0,2050.0,500.0,500.0,500.0,500.0,500.0,2050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-30,60.0,1.0,3000.0,50.0,12928.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-31,46.0,1.0,2300.0,50.0,9904.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,25.0,1.0,1250.0,50.0,5379.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-02,33.0,1.0,1650.0,50.0,7111.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-03,62.0,1.0,3100.0,50.0,13361.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-04,63.0,1.0,3150.0,50.0,18530.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4960.0,4960.0,4960.0,4960.0,4960.0,4960.0,4960.0,4960.0,42.0,42.0,42.0,42.0,42.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-05,57.0,1.0,2850.0,50.0,12283.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-06,62.0,1.0,3100.0,50.0,13364.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-07,69.0,1.0,3450.0,50.0,14882.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-08,73.0,1.0,3650.0,50.0,15733.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-09,64.0,1.0,3200.0,50.0,13804.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-10,78.0,1.0,3900.0,50.0,21752.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0,299.0,299.0,2323.0,1314.0,299.0,299.0,2323.0,20.0,11.0,1.0,1.0,20.0,41.0,1.0,1.0,1.0,1.0,1.0,4.0,1000.0,1000.0,1000.0,1000.0,1000.0,17500.0,1000.0,1000.0,1000.0,1000.0,1000.0,17500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-11,64.0,1.0,3200.0,50.0,16259.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,233.0,234.0,235.0,234.0,233.0,234.0,235.0,4.0,1.0,1.0,1.0,1.0,16.0,3.0,2.0,1.0,1.0,2.0,11.0,20500.0,10250.0,10000.0,10000.0,10500.0,72500.0,20500.0,10250.0,10000.0,10000.0,10500.0,72500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-12,66.0,1.0,3300.0,50.0,14868.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,50.0,50.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-13,80.0,1.0,4000.0,50.0,18427.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,1187.0,1187.0,1187.0,1187.0,1187.0,1187.0,1187.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-14,79.0,1.0,3950.0,50.0,17038.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-15,96.0,1.0,4800.0,50.0,20700.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-16,97.0,1.0,4850.0,50.0,20921.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-17,92.0,1.0,4600.0,50.0,19841.0,216.0,216.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-18,79.0,1.0,3950.0,50.0,17015.0,215.0,215.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
